date,narration,amount,type
2025-01-21,Figma subscription,1069.38,debit
2024-06-14,Microsoft Azure 9468,11776.76,debit
2026-04-08,BigBasket order,1959.92,debit
2024-11-05,Hotel stay 9666,14790.09,debit
2025-02-24,Airtel broadband,1136.42,debit
2024-12-04,Team lunch 8439,3090.04,debit
2025-01-25,Office supplies,1304.09,debit
2025-04-19,Google Workspace,1580.3,debit
2024-06-11,Zomato order #5251,732.29,debit
2026-01-27,Ola cab 3419,157.78,debit
2025-11-06,Freelance payment 1840,21348.69,credit
2024-11-06,Netflix subscription,588.91,debit
2024-06-04,ATM withdrawal 1575,9408.25,debit
2024-12-12,Team lunch 8593,6498.4,debit
2024-04-20,NEFT transfer 9742,42502.39,credit
2024-05-29,Client payment 6147,192200.17,credit
2024-01-27,Slack subscription,1310.14,debit
2025-05-03,Razorpay settlement 5799,5410.97,credit
2024-06-17,Amazon purchase,4316.08,debit
2024-06-01,Figma subscription,1536.93,debit
2024-01-30,Jio recharge,441.35,debit
2024-10-21,Spotify premium,165.06,debit
2024-05-23,Figma subscription,1283.86,debit
2024-02-05,Uber ride 6297,341.85,debit
2024-08-11,Netflix subscription,578.25,debit
2025-02-01,Google Workspace,1503.73,debit
2025-05-14,Amazon purchase,1788.68,debit
2024-06-27,Airtel broadband,901.78,debit
2024-11-11,BigBasket order,731.87,debit
2025-03-07,AWS invoice 4293,13360.01,debit
2024-10-25,Interest credit,572.47,credit
2025-05-01,Airtel broadband,836.67,debit
2024-02-02,Google Workspace,1899.4,debit
2025-12-08,Airtel broadband,756.93,debit
2025-04-29,Interest credit,1636.82,credit
2024-08-24,Office supplies,1870.53,debit
2024-10-06,Zepto groceries,342.02,debit
2024-12-04,Microsoft Azure 5395,9823.4,debit
2025-04-08,Office supplies,2251.18,debit
2024-05-19,Zepto groceries,1894.84,debit
2025-09-04,Flipkart order #4030,1402.82,debit
2025-07-09,Flight booking 5148,9125.59,debit
2025-07-07,Office supplies,556.36,debit
2025-07-23,Interest credit,585.07,credit
2025-07-03,Spotify premium,184.72,debit
2025-05-04,Hotel stay 2852,10435.0,debit
2025-07-06,Salary credit 8078,93775.89,credit
2026-03-10,Cheque deposit 4935,40266.98,credit
2025-07-01,Slack subscription,826.74,debit
2025-03-13,Airtel broadband,1007.28,debit
2024-01-03,Freelance payment 1225,24714.35,credit
2024-11-04,Flipkart order #3065,1635.75,debit
2024-03-30,Hotel stay 1281,6702.22,debit
2024-07-05,Zepto groceries,563.83,debit
2024-09-28,NEFT transfer 4505,29671.65,credit
2024-01-26,ATM withdrawal 2170,4800.73,debit
2025-08-13,Flight booking 5947,9294.36,debit
2025-04-20,Google Workspace,1488.99,debit
2024-07-02,Electricity bill 8304,3384.49,debit
2024-01-25,BigBasket order,1715.72,debit
2024-11-10,Jio recharge,362.17,debit
2025-06-16,Amazon purchase,2214.07,debit
2025-02-12,Spotify premium,105.66,debit
2025-09-14,Figma subscription,1781.81,debit
2024-08-15,Zoom subscription,1546.18,debit
2024-07-30,Slack subscription,1708.16,debit
2024-10-30,Microsoft Azure 2582,13236.09,debit
2025-04-09,Razorpay settlement 4328,27236.71,credit
2025-06-19,Google Workspace,632.86,debit
2025-01-15,BigBasket order,2407.71,debit
2025-02-18,ATM withdrawal 5254,9937.65,debit
2025-05-16,Zepto groceries,1565.46,debit
2024-02-04,Slack subscription,1799.67,debit
2025-12-03,Flight booking 1662,9073.26,debit
2025-09-25,Ola cab 9315,356.07,debit
2025-05-02,Hotel stay 4732,6075.3,debit
2025-06-21,Slack subscription,1544.46,debit
2024-11-04,Client payment 9182,185678.12,credit
2024-10-05,Google Workspace,979.56,debit
2024-01-17,Myntra order #2698,2471.3,debit
2025-11-23,Zoom subscription,1034.87,debit
2026-03-17,Flipkart order #8711,610.76,debit
2024-03-27,GitHub subscription,481.28,debit
2025-11-23,Razorpay settlement 5402,27025.64,credit
2025-03-19,Ola cab 3506,283.39,debit
2024-07-27,AWS invoice 8913,8802.46,debit
2024-08-17,Uber ride 9982,291.47,debit
2024-04-17,Amazon purchase,2066.36,debit
2024-04-28,Bank charges 7859,142.87,debit
2024-05-20,Swiggy order #1416,230.02,debit
2024-06-01,GitHub subscription,992.44,debit
2024-11-19,Freelance payment 4264,25817.23,credit
2024-04-10,BigBasket order,2121.55,debit
2025-12-22,Amazon purchase,4357.38,debit
2025-01-24,IMPS payment 1675,10902.61,debit
2024-03-24,Freelance payment 1229,75722.02,credit
2025-12-18,IMPS payment 3588,2718.97,debit
2025-02-14,Freelance payment 7853,45462.89,credit
2024-01-30,Slack subscription,1272.36,debit
2025-03-07,Electricity bill 8852,2324.85,debit
2025-07-28,Microsoft Azure 8831,13286.22,debit
2024-04-24,Razorpay settlement 6444,24643.87,credit
2024-03-25,Ola cab 4439,312.36,debit
2025-03-08,GitHub subscription,545.39,debit
2024-03-25,Cheque deposit 9972,56616.03,credit
2024-12-21,Ola cab 8973,132.99,debit
2025-02-15,Team lunch 7738,6691.15,debit
2026-03-01,Swiggy order #4185,726.77,debit
2025-11-02,Netflix subscription,785.66,debit
2024-11-27,Flight booking 2826,6201.1,debit
2026-01-04,Team lunch 7864,7465.1,debit
2026-03-22,GitHub subscription,801.59,debit
2024-03-03,Zepto groceries,1303.79,debit
2024-03-12,Office supplies,1294.46,debit
2024-05-26,Ola cab 2666,208.2,debit
2024-07-26,AWS invoice 6147,5017.47,debit
2024-01-02,Spotify premium,154.17,debit
2025-05-14,Flipkart order #4672,2761.93,debit
2025-05-28,NEFT transfer 9933,97104.04,credit
2025-02-01,Salary credit 5198,133482.23,credit
2024-12-07,Zomato order #8074,282.13,debit
2024-03-22,Cheque deposit 9729,52617.06,credit
2024-12-03,Slack subscription,1002.1,debit
2026-04-20,BigBasket order,1879.02,debit
2024-11-05,Google Workspace,1978.54,debit
2025-07-09,Flight booking 5108,19575.16,debit
2025-02-20,Airtel broadband,621.72,debit
2024-10-28,Client payment 4057,145466.8,credit
2025-02-11,Flipkart order #9044,1307.5,debit
2025-05-24,Medical reimbursement,1006.31,debit
2025-04-18,Hotel stay 5370,9680.2,debit
2024-01-03,Slack subscription,1666.68,debit
2024-02-08,Refund credit 6248,2532.1,credit
2024-07-16,Uber ride 3827,141.96,debit
2025-03-14,Interest credit,1530.51,credit
2025-10-01,Ola cab 5031,331.57,debit
2024-02-22,Razorpay settlement 5719,17017.53,credit
2025-10-30,Airtel broadband,977.45,debit
2024-02-22,Freelance payment 1447,79325.54,credit
2024-10-11,Zepto groceries,666.03,debit
2024-09-14,Spotify premium,112.07,debit
2024-07-28,Amazon purchase,4774.89,debit
2025-03-05,Cheque deposit 9795,60735.22,credit
2024-04-03,Electricity bill 9379,3204.91,debit
2024-05-26,Swiggy order #3652,172.17,debit
2024-07-16,Freelance payment 7974,41801.67,credit
2025-07-20,Swiggy order #7456,241.89,debit
2024-08-23,Office supplies,2465.76,debit
2025-10-19,Uber ride 7249,242.76,debit
2024-08-28,IMPS payment 3787,19240.52,debit
2025-08-21,Zepto groceries,962.92,debit
2026-04-05,Uber ride 2698,117.65,debit
2024-01-25,Zomato order #4552,273.55,debit
2025-04-02,Airtel broadband,747.4,debit
2025-04-14,Swiggy order #2200,799.0,debit
2025-07-03,Flight booking 2180,15597.88,debit
2024-02-25,Amazon purchase,317.93,debit
2025-11-28,Spotify premium,194.27,debit
2025-02-14,Ola cab 7319,387.94,debit
2025-04-06,Razorpay settlement 3205,34630.55,credit
2024-08-12,Razorpay settlement 6813,43092.73,credit
2025-12-11,NEFT transfer 2234,78498.19,credit
2025-01-01,Client payment 2964,101345.07,credit
2026-01-08,Zepto groceries,1419.09,debit
2025-09-29,Myntra order #9083,1659.82,debit
2024-05-18,Electricity bill 4288,4517.33,debit
2025-04-26,Freelance payment 7293,31942.2,credit
2025-05-19,Amazon purchase,1888.09,debit
2024-10-21,Electricity bill 1199,3488.16,debit
2025-11-16,Office supplies,2266.01,debit
2024-09-25,Ola cab 6134,356.04,debit
2024-08-16,Zepto groceries,763.81,debit
2026-04-02,Slack subscription,1302.89,debit
2024-08-16,Amazon purchase,3306.44,debit
2025-05-26,IMPS payment 4358,335.5,debit
2025-12-28,Bank charges 8828,379.79,debit
2024-04-29,Swiggy order #7515,568.86,debit
2026-03-06,Google Workspace,1327.38,debit
2024-11-15,Hotel stay 8177,14936.94,debit
2024-01-02,Zepto groceries,939.67,debit
2024-11-22,Jio recharge,245.41,debit
2024-11-30,Client payment 2083,125558.69,credit
2025-04-02,Team lunch 8830,2734.24,debit
2024-10-09,Amazon purchase,4705.83,debit
2025-07-06,Ola cab 8820,152.27,debit
2024-07-08,BigBasket order,2093.57,debit
2024-01-08,Hotel stay 8048,6340.22,debit
2024-06-30,Interest credit,488.9,credit
2024-12-19,Ola cab 8972,115.48,debit
2025-08-15,Salary credit 4434,101649.62,credit
2024-09-27,Ola cab 8037,264.38,debit
2024-06-21,Swiggy order #7845,151.03,debit
2025-04-21,Cheque deposit 1461,56678.68,credit
2025-01-06,Office supplies,2891.47,debit
2024-09-30,Netflix subscription,695.15,debit
2026-02-25,Zoom subscription,1229.05,debit
2026-01-08,Flight booking 5371,14589.08,debit
2026-03-05,Zepto groceries,1931.6,debit
2024-07-07,Electricity bill 5927,2894.08,debit
2025-09-29,Medical reimbursement,3783.56,debit
2025-08-09,Flipkart order #8175,1492.52,debit
2024-10-11,Figma subscription,1124.52,debit
2024-03-13,BigBasket order,1995.37,debit
2024-06-24,Zepto groceries,1172.52,debit
2024-12-17,Medical reimbursement,1254.56,debit
2024-05-19,Myntra order #7798,1190.62,debit
2024-02-17,Jio recharge,408.23,debit
2025-06-18,Client payment 3301,146377.29,credit
2026-04-20,Zomato order #8048,308.93,debit
2026-01-13,BigBasket order,754.87,debit
2026-02-06,Netflix subscription,637.43,debit
2025-09-25,BigBasket order,2633.55,debit
2025-01-12,Spotify premium,151.77,debit
2026-02-25,Client payment 5416,32230.05,credit
2025-04-23,Cheque deposit 3152,90129.25,credit
2024-09-26,Google Workspace,1133.36,debit
2024-04-12,Hotel stay 9247,6842.62,debit
2025-08-16,Hotel stay 7492,8557.65,debit
2025-01-27,Razorpay settlement 3740,34730.03,credit
2026-01-20,Figma subscription,1543.81,debit
2025-04-26,Netflix subscription,650.93,debit
2025-12-08,Electricity bill 5420,3123.68,debit
2025-03-26,Flipkart order #3353,2040.15,debit
2025-11-21,GitHub subscription,818.01,debit
2025-12-27,BigBasket order,1795.24,debit
2026-03-31,Amazon purchase,3437.62,debit
2024-04-18,Airtel broadband,1286.66,debit
2025-06-13,Figma subscription,945.21,debit
2024-01-12,Zoom subscription,1493.23,debit
2025-07-02,GitHub subscription,1268.55,debit
2024-11-05,Zoom subscription,1525.1,debit
2025-04-17,GitHub subscription,455.31,debit
2025-07-22,Medical reimbursement,688.06,debit
2026-02-06,Cheque deposit 5570,23626.97,credit
2024-05-21,Razorpay settlement 8357,33640.71,credit
2024-09-03,Myntra order #5123,517.46,debit
2024-03-16,Amazon purchase,2421.07,debit
2025-12-08,Razorpay settlement 5942,43155.14,credit
2025-10-08,Ola cab 3013,216.87,debit
2024-07-28,Electricity bill 8778,1254.84,debit
2024-10-02,Google Workspace,592.46,debit
2024-09-22,Bank charges 1098,410.97,debit
2024-08-10,Client payment 9373,70652.81,credit
2024-06-20,AWS invoice 2096,10073.98,debit
2024-03-07,Flight booking 6270,11806.8,debit
2026-01-11,Ola cab 1193,123.93,debit
2025-02-01,Cheque deposit 2191,83227.89,credit
2026-02-08,Jio recharge,566.4,debit
2024-12-28,Flipkart order #8307,3651.56,debit
2025-04-09,Flipkart order #3206,692.01,debit
2026-04-25,Flight booking 7031,18290.67,debit
2024-06-11,Swiggy order #4453,475.41,debit
2026-02-15,Google Workspace,1799.88,debit
2025-01-26,Zepto groceries,454.74,debit
2026-02-09,Salary credit 1993,88504.87,credit
2024-03-29,Flipkart order #7474,3162.76,debit
2026-01-20,GitHub subscription,777.0,debit
2024-09-25,Razorpay settlement 5217,38539.81,credit
2025-03-06,Cheque deposit 5252,91647.98,credit
2024-11-01,UPI transfer #3361,49596.86,debit
2025-12-11,Bank charges 2427,363.65,debit
2025-02-16,Razorpay settlement 3525,34122.56,credit
2025-06-19,Flight booking 4072,12803.74,debit
2025-12-13,ATM withdrawal 9774,2856.22,debit
2025-07-21,Flight booking 4923,8751.85,debit
2026-01-03,Flight booking 6273,8011.55,debit
2024-06-05,Spotify premium,132.99,debit
2026-04-25,Interest credit,271.25,credit
2024-01-11,Client payment 7658,190651.26,credit
2024-07-12,NEFT transfer 5127,55694.59,credit
2025-10-17,Salary credit 8891,103378.41,credit
2025-07-03,Bank charges 2489,482.03,debit
2025-08-10,BigBasket order,1038.02,debit
2024-08-25,Razorpay settlement 3850,40802.22,credit
2025-12-13,Spotify premium,189.65,debit
2025-06-11,Google Workspace,1708.17,debit
2024-06-15,IMPS payment 5825,4016.41,debit
2025-06-30,Flight booking 6127,5377.54,debit
2025-03-09,Team lunch 7830,6134.11,debit
2024-12-26,Uber ride 8932,292.37,debit
2025-09-16,Netflix subscription,594.21,debit
2024-11-19,Flight booking 6797,14608.9,debit
2025-10-15,Zomato order #5519,892.13,debit
2024-12-26,Uber ride 3718,161.26,debit
2025-06-13,UPI transfer #6047,1049.1,debit
2024-04-23,Interest credit,1140.6,credit
2024-02-03,Flight booking 9313,13648.83,debit
2024-08-04,Zomato order #5421,962.12,debit
2025-04-24,Google Workspace,1887.23,debit
2024-12-03,Uber ride 5128,314.34,debit
2024-12-11,Refund credit 9685,1835.49,credit
2025-09-06,Razorpay settlement 4496,7303.81,credit
2025-03-14,ATM withdrawal 5107,5038.25,debit
2026-03-22,Uber ride 8361,350.23,debit
2024-01-20,Flipkart order #8278,3189.68,debit
2024-10-03,Cheque deposit 8357,53436.84,credit
2024-03-20,Zoom subscription,1372.81,debit
2025-07-19,Uber ride 6925,428.35,debit
2025-09-07,Amazon purchase,4709.27,debit
2024-04-16,Google Workspace,1855.5,debit
2024-08-10,Salary credit 9800,69154.75,credit
2024-08-30,Zepto groceries,501.92,debit
2024-05-21,Netflix subscription,763.62,debit
2024-01-26,Airtel broadband,1288.27,debit
2024-05-21,Refund credit 6867,2204.33,credit
2025-12-13,Amazon purchase,575.64,debit
2026-04-23,Flight booking 9728,18947.75,debit
2024-07-18,Microsoft Azure 9680,5036.87,debit
2024-07-12,Zomato order #8704,243.65,debit
2025-11-04,IMPS payment 2451,8878.78,debit
2024-08-23,Client payment 2474,100878.64,credit
2026-02-06,Jio recharge,344.08,debit
2025-07-08,Client payment 3497,138686.16,credit
2024-02-29,Hotel stay 5043,7009.33,debit
2026-01-28,Bank charges 9820,325.73,debit
2025-03-18,Interest credit,705.27,credit
2025-04-10,Bank charges 7308,116.4,debit
2025-01-12,Uber ride 8318,405.83,debit
2024-11-10,UPI transfer #4739,24590.46,debit
2025-09-19,Zepto groceries,1394.16,debit
2025-03-28,ATM withdrawal 2667,4222.93,debit
2024-09-29,Zomato order #1685,732.26,debit
2025-11-09,Uber ride 1349,349.52,debit
2026-01-22,Microsoft Azure 6367,7431.56,debit
2024-10-25,Team lunch 5444,3604.83,debit
2024-06-22,Netflix subscription,647.85,debit
2025-10-04,Figma subscription,1147.61,debit
2025-02-07,Slack subscription,698.28,debit
2024-03-24,Spotify premium,116.24,debit
2025-04-02,BigBasket order,2317.04,debit
2024-04-27,Slack subscription,1944.34,debit
2025-01-13,Jio recharge,408.26,debit
2026-01-23,Zomato order #1750,591.12,debit
2025-05-21,Ola cab 8147,380.47,debit
2024-08-24,Zomato order #5129,935.15,debit
2024-12-21,Google Workspace,751.83,debit
2024-09-08,AWS invoice 6954,11263.67,debit
2025-02-27,Electricity bill 4308,2803.54,debit
2025-12-11,Google Workspace,968.14,debit
2024-06-10,Razorpay settlement 1118,44583.21,credit
2025-12-01,Google Workspace,1165.48,debit
2026-01-23,GitHub subscription,963.43,debit
2025-04-13,GitHub subscription,589.78,debit
2025-12-10,Office supplies,2630.02,debit
2026-03-19,Ola cab 8527,118.11,debit
2025-07-07,Flight booking 2284,9525.39,debit
2026-04-26,Razorpay settlement 7157,26953.79,credit
2024-12-31,Jio recharge,330.55,debit
2024-12-28,Jio recharge,386.62,debit
2025-01-24,Electricity bill 4690,4787.29,debit
2025-02-01,Electricity bill 9880,1338.57,debit
2026-04-13,Team lunch 7690,7814.33,debit
2026-04-02,Jio recharge,251.91,debit
2025-11-27,Razorpay settlement 4181,42118.79,credit
2024-01-15,Salary credit 2007,90317.31,credit
2025-11-02,Office supplies,2424.2,debit
2025-07-02,Office supplies,2079.89,debit
2024-08-19,Google Workspace,776.94,debit
2024-07-23,UPI transfer #8352,16764.09,debit
2025-07-15,Flight booking 6944,4121.31,debit
2025-10-18,Client payment 2903,155550.46,credit
2024-12-09,Office supplies,2830.61,debit
2025-03-26,Spotify premium,163.13,debit
2024-07-29,Microsoft Azure 5718,16357.37,debit
2025-11-29,Figma subscription,1562.2,debit
2026-04-28,Medical reimbursement,2256.92,debit
2024-02-20,Medical reimbursement,3101.33,debit
2025-01-05,Microsoft Azure 1359,9643.6,debit
2025-03-25,Flight booking 1095,5377.86,debit
2025-06-22,Zomato order #9232,582.66,debit
2025-06-15,Razorpay settlement 1416,7840.3,credit
2025-01-12,Myntra order #9114,2093.76,debit
2025-05-23,Flipkart order #9507,2090.59,debit
2025-08-08,Electricity bill 8296,2438.08,debit
2024-04-17,Amazon purchase,4348.53,debit
2024-07-11,Spotify premium,195.38,debit
2024-05-20,Hotel stay 6680,2147.56,debit
2026-02-21,Swiggy order #2951,793.96,debit
2025-07-02,Hotel stay 3514,4369.65,debit
2024-08-07,Medical reimbursement,2557.55,debit
2024-11-18,AWS invoice 6183,7312.68,debit
2024-10-02,Google Workspace,1964.99,debit
2024-04-17,Zoom subscription,1468.01,debit
2024-05-30,Uber ride 4340,126.58,debit
2024-08-10,GitHub subscription,1386.25,debit
2024-12-19,Amazon purchase,2569.02,debit
2025-11-28,Ola cab 3587,81.66,debit
2025-03-31,Myntra order #6336,1949.4,debit
2026-04-21,Amazon purchase,1438.32,debit
2025-08-24,Google Workspace,564.05,debit
2024-01-29,Amazon purchase,3837.92,debit
2024-11-21,Flipkart order #1171,2581.17,debit
2026-02-23,Netflix subscription,577.86,debit
2024-03-10,Medical reimbursement,4006.1,debit
2026-02-03,Netflix subscription,628.53,debit
2025-10-11,Flipkart order #4830,1743.27,debit
2024-03-25,Interest credit,1482.71,credit
2024-06-09,Cheque deposit 5621,89814.86,credit
2025-03-21,Flipkart order #9128,2733.32,debit
2025-03-29,Slack subscription,745.69,debit
2024-03-26,Netflix subscription,523.71,debit
2025-06-25,Interest credit,1933.67,credit
2024-09-17,Medical reimbursement,4503.36,debit
2024-10-07,Ola cab 4810,297.93,debit
2025-05-12,Google Workspace,1440.8,debit
2025-09-03,Figma subscription,1716.31,debit
2024-11-05,Zomato order #9083,378.74,debit
2025-01-23,Microsoft Azure 4683,14368.66,debit
2024-05-15,Jio recharge,366.17,debit
2024-12-08,Electricity bill 5668,2841.16,debit
2024-12-21,Spotify premium,162.61,debit
2025-12-19,Airtel broadband,582.43,debit
2025-11-18,Airtel broadband,1297.34,debit
2024-05-13,Flight booking 8069,12167.86,debit
2026-03-11,Freelance payment 7437,32812.04,credit
2025-09-19,Zoom subscription,1433.46,debit
2024-08-31,Ola cab 1263,223.14,debit
2025-09-08,AWS invoice 6456,7218.03,debit
2024-06-14,Team lunch 2212,2537.95,debit
2025-10-24,Jio recharge,341.57,debit
2024-01-23,Amazon purchase,923.69,debit
2025-01-26,BigBasket order,2674.05,debit
2024-04-27,Swiggy order #4046,675.88,debit
2025-03-15,ATM withdrawal 8130,5479.83,debit
2025-03-21,GitHub subscription,750.52,debit
2024-04-05,Refund credit 2788,1023.99,credit
2025-09-13,Microsoft Azure 9394,10041.12,debit
2024-07-13,Slack subscription,1298.83,debit
2024-06-03,Zoom subscription,1321.44,debit
2024-06-16,Zomato order #5592,852.05,debit
2025-01-14,Flipkart order #6024,2308.66,debit
2024-01-04,Zoom subscription,1978.49,debit
2024-09-05,Uber ride 8698,216.7,debit
2024-09-17,Myntra order #3679,1050.78,debit
2025-03-03,Medical reimbursement,1269.12,debit
2025-01-25,Figma subscription,1825.15,debit
2024-11-22,Amazon purchase,3839.26,debit
2024-05-16,Google Workspace,729.78,debit
2025-08-16,Jio recharge,422.98,debit
2026-02-28,Airtel broadband,802.95,debit
2025-01-08,AWS invoice 2367,13681.44,debit
2025-07-08,Swiggy order #8154,283.33,debit
2024-12-13,Myntra order #9363,1332.67,debit
2025-07-11,BigBasket order,1557.63,debit
2025-11-02,GitHub subscription,700.54,debit
2024-06-12,Jio recharge,426.54,debit
2024-04-09,Electricity bill 6755,2380.57,debit
2025-06-09,Slack subscription,1814.17,debit
2025-01-24,Amazon purchase,3607.25,debit
2026-04-15,Refund credit 1963,2144.33,credit
2025-10-16,Amazon purchase,3704.47,debit
2024-10-20,AWS invoice 2927,8919.59,debit
2025-07-11,Ola cab 1273,394.69,debit
2025-02-07,Salary credit 9381,99046.54,credit
2024-08-03,Spotify premium,191.59,debit
2025-05-26,Client payment 2797,73631.77,credit
2024-06-10,Razorpay settlement 8120,8294.59,credit
2025-03-31,Google Workspace,1179.45,debit
2024-01-07,Myntra order #2100,2059.16,debit
2024-06-01,Uber ride 7147,433.11,debit
2024-09-06,Swiggy order #3207,233.13,debit
2025-11-19,Ola cab 9659,362.33,debit
2024-09-17,Netflix subscription,775.04,debit
2025-02-01,Office supplies,1481.36,debit
2025-10-22,UPI transfer #9645,17515.12,debit
2025-03-14,Myntra order #8114,2681.5,debit
2024-06-16,Amazon purchase,1363.48,debit
2024-04-26,Google Workspace,1920.59,debit
2024-06-25,Airtel broadband,1436.29,debit
2025-06-15,GitHub subscription,839.58,debit
2026-02-11,Zepto groceries,1246.02,debit
2025-07-11,Salary credit 1333,128641.23,credit
2024-04-02,NEFT transfer 3777,64965.79,credit
2024-05-09,Hotel stay 1200,13290.0,debit
2025-03-11,BigBasket order,1695.92,debit
2025-11-20,NEFT transfer 2823,85881.58,credit
2025-09-16,Salary credit 8897,93343.05,credit
2025-02-04,BigBasket order,2430.86,debit
2025-12-30,Spotify premium,191.49,debit
2024-11-27,Ola cab 8826,275.61,debit
2025-09-25,Razorpay settlement 7017,6888.09,credit
2025-02-01,AWS invoice 3069,6155.36,debit
2025-09-21,ATM withdrawal 2226,7454.59,debit
2024-05-28,Microsoft Azure 6208,5117.68,debit
2024-09-07,Myntra order #7131,2211.78,debit
2024-04-09,Razorpay settlement 9481,18380.68,credit
2024-11-20,Team lunch 6846,6243.1,debit
2024-07-11,Zomato order #8242,489.42,debit
2025-01-14,Hotel stay 2804,8057.37,debit
2025-06-27,Microsoft Azure 2970,18635.79,debit
2024-02-29,Zoom subscription,1033.07,debit
2026-02-05,Google Workspace,760.34,debit
2025-06-18,Figma subscription,1529.51,debit
2025-01-09,Electricity bill 3830,2737.53,debit
2025-08-06,Salary credit 1229,59910.57,credit
2024-08-31,Google Workspace,1688.52,debit
2025-01-09,Figma subscription,1402.15,debit
2025-03-05,GitHub subscription,1222.27,debit
2024-03-08,Zomato order #5575,622.25,debit
2026-01-05,Zepto groceries,1548.14,debit
2025-05-21,Salary credit 3598,91634.54,credit
2024-11-30,Zomato order #7144,581.68,debit
2024-11-11,Jio recharge,425.31,debit
2024-11-17,Razorpay settlement 3523,24603.05,credit
2025-08-25,Zepto groceries,1486.73,debit
2024-01-10,NEFT transfer 3755,71727.17,credit
2024-01-26,AWS invoice 7369,14952.99,debit
2025-10-29,Zomato order #4872,868.82,debit
2024-01-22,Google Workspace,1638.41,debit
2024-06-28,Cheque deposit 1187,59124.5,credit
2025-07-05,Zoom subscription,1933.02,debit
2025-05-09,Hotel stay 2334,9212.49,debit
2024-08-26,Flipkart order #2134,749.98,debit
2024-07-04,Team lunch 1057,7391.25,debit
2024-10-27,Zomato order #1686,235.05,debit
2024-06-26,IMPS payment 1107,5095.87,debit
2024-05-04,Airtel broadband,1367.37,debit
2026-04-02,Electricity bill 6811,2601.23,debit
2024-12-27,Zoom subscription,1710.16,debit
2024-11-02,Spotify premium,129.35,debit
2025-07-14,AWS invoice 4733,14579.75,debit
2026-03-05,Ola cab 4906,156.04,debit
2025-04-19,Team lunch 9782,2942.32,debit
2024-07-21,Netflix subscription,680.72,debit
2024-03-22,Medical reimbursement,2970.21,debit
2024-11-08,ATM withdrawal 7268,1319.01,debit
2025-01-28,Microsoft Azure 8063,8792.14,debit
2026-04-12,Electricity bill 5174,4935.47,debit
2026-01-26,Electricity bill 7805,4541.93,debit
2025-11-23,Myntra order #7088,1806.2,debit
2025-09-15,Google Workspace,1651.77,debit
2024-04-30,Hotel stay 7938,13761.38,debit
2025-01-25,Google Workspace,1038.44,debit
2024-02-03,Bank charges 5771,374.1,debit
2026-04-08,Zomato order #1256,535.39,debit
2024-11-29,Slack subscription,603.86,debit
2024-07-13,Zepto groceries,1423.92,debit
2024-04-24,Myntra order #3476,936.53,debit
2026-02-17,Amazon purchase,2545.14,debit
2024-05-24,Razorpay settlement 5846,24726.22,credit
2025-04-19,Interest credit,341.11,credit
2025-02-25,Myntra order #6356,2888.35,debit
2024-07-13,Google Workspace,1410.24,debit
2026-02-13,Flight booking 4229,8402.32,debit
2024-08-20,IMPS payment 1660,9806.26,debit
2025-02-05,Myntra order #3608,2960.97,debit
2025-06-06,Swiggy order #7798,469.95,debit
2025-03-16,Client payment 2126,186085.62,credit
2024-05-25,Ola cab 2267,163.84,debit
2026-01-07,Client payment 1781,161359.93,credit
2025-08-16,Slack subscription,1419.56,debit
2025-03-11,Refund credit 9342,1481.64,credit
2026-01-21,Zomato order #4537,867.57,debit
2024-05-02,Freelance payment 8786,65240.06,credit
2025-11-13,UPI transfer #1808,15325.88,debit
2025-10-02,Amazon purchase,3187.81,debit
2024-03-27,Flight booking 5584,9413.61,debit
2026-03-20,Airtel broadband,546.36,debit
2025-10-06,Freelance payment 5978,13752.64,credit
2024-05-13,Bank charges 8705,137.75,debit
2025-08-15,Medical reimbursement,1712.12,debit
2024-01-12,Razorpay settlement 6431,25431.56,credit
2025-12-12,Amazon purchase,3882.75,debit
2024-04-24,Office supplies,2329.76,debit
2024-07-28,Razorpay settlement 8197,12968.52,credit
2026-02-27,Airtel broadband,1300.28,debit
2024-11-10,Spotify premium,159.26,debit
2026-01-12,Google Workspace,1982.83,debit
2025-07-21,BigBasket order,1992.31,debit
2025-01-12,Razorpay settlement 2876,32265.17,credit
2024-08-14,Ola cab 2044,85.78,debit
2024-05-22,NEFT transfer 9101,82219.6,credit
2026-01-15,Electricity bill 1627,2327.51,debit
2025-07-24,AWS invoice 5273,14990.4,debit
2025-06-16,Myntra order #3192,1810.29,debit
2024-06-03,Hotel stay 1990,4843.36,debit
2024-12-04,Amazon purchase,3260.24,debit
2024-04-28,Electricity bill 2376,2310.77,debit
2024-11-25,Client payment 6886,88519.11,credit
2025-06-30,Hotel stay 5786,5566.05,debit
2024-03-19,Medical reimbursement,1231.03,debit
2024-07-14,Airtel broadband,1485.15,debit
2025-09-03,Freelance payment 8126,54173.33,credit
2024-08-30,GitHub subscription,827.32,debit
2024-06-20,Airtel broadband,1354.21,debit
2025-04-19,BigBasket order,2478.56,debit
2025-12-12,Microsoft Azure 8133,14651.25,debit
2024-09-08,Google Workspace,1923.85,debit
2025-12-31,Google Workspace,1712.63,debit
2025-01-14,Zepto groceries,1813.26,debit
2024-06-18,Myntra order #9751,2798.85,debit
2024-10-15,Hotel stay 1399,8229.23,debit
2025-09-06,Zepto groceries,1455.04,debit
2024-07-06,Myntra order #7697,1148.38,debit
2025-07-23,Airtel broadband,1498.37,debit
2024-01-20,AWS invoice 4340,6078.0,debit
